id,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
62639,Female,Loyal Customer,58,Business travel,Business,3780,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,5,satisfied
39778,Female,Loyal Customer,16,Personal Travel,Eco,712,5,3,5,4,3,5,4,3,4,3,5,3,1,3,1,0,satisfied
97227,Male,Loyal Customer,54,Business travel,Business,1464,1,1,1,1,5,4,5,5,5,5,5,5,5,5,1,0,satisfied
48725,Male,disloyal Customer,20,Business travel,Eco,502,0,4,0,1,2,NA,4,2,5,4,5,3,5,2,0,0,satisfied
28456,Male,Loyal Customer,47,Business travel,Business,3268,4,1,4,4,3,5,5,4,4,5,4,1,4,5,37,31,satisfied
101581,Female,Loyal Customer,57,Business travel,Business,107,2,2,2,2,4,1,5,4,4,4,3,3,4,2,0,0,satisfied
34874,Male,Loyal Customer,36,Business travel,Business,429,3,3,3,3,5,4,5,4,4,4,4,5,4,1,23,19,satisfied
99397,Male,Loyal Customer,51,Business travel,Business,1475,5,5,5,5,5,4,4,5,5,4,5,4,5,5,0,4,satisfied
70759,Female,Loyal Customer,49,Business travel,Business,760,1,2,1,1,2,4,5,4,4,4,4,4,4,4,0,0,satisfied
50418,Female,Loyal Customer,55,Business travel,Business,951,3,3,3,3,4,4,5,4,4,4,4,3,4,3,0,0,satisfied
81601,Female,Loyal Customer,59,Business travel,Business,3187,2,1,2,2,3,5,5,5,5,5,5,3,5,5,3,0,satisfied
90705,Male,Loyal Customer,38,Business travel,Business,282,0,0,0,1,5,5,4,3,NA,2,2,4,3,5,0,0,satisfied
49853,NA,Loyal Customer,20,Personal Travel,Eco,109,4,4,4,3,5,4,5,5,3,5,5,5,5,5,26,32,satisfied
114464,NA,Loyal Customer,37,Business travel,Eco,323,2,3,3,3,2,2,2,2,2,3,4,3,5,2,0,0,satisfied
112612,Female,Loyal Customer,37,Business travel,Business,1632,4,4,5,4,4,3,1,4,4,4,4,3,4,1,0,0,satisfied
115189,NA,Loyal Customer,56,Business travel,Eco,331,4,3,2,2,4,NA,1,4,4,4,4,3,4,5,38,27,satisfied
97197,Male,Loyal Customer,41,Business travel,Business,3989,3,3,3,3,3,5,4,5,5,5,5,5,5,5,18,26,satisfied
116674,Female,Loyal Customer,53,Business travel,Business,247,0,0,0,4,2,4,5,2,2,2,2,5,2,3,0,0,satisfied
12660,Female,Loyal Customer,47,Business travel,Business,2817,1,1,1,1,5,5,5,5,5,4,5,3,5,5,54,61,satisfied
80938,Female,Loyal Customer,57,Business travel,Eco,674,2,2,2,2,1,1,5,2,2,2,2,3,2,3,4,0,satisfied
108725,Female,Loyal Customer,46,Business travel,Business,3621,5,5,5,5,2,5,5,5,5,5,5,3,5,4,17,11,satisfied
117574,Female,Loyal Customer,52,Business travel,Business,318,0,0,0,3,4,2,4,1,1,1,1,1,1,4,0,0,satisfied
111249,Female,Loyal Customer,59,Business travel,Business,1096,4,4,4,4,4,NA,4,4,4,4,4,3,4,3,0,0,satisfied
67677,Female,Loyal Customer,59,Business travel,Business,3559,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0,satisfied
41083,Male,Loyal Customer,48,Business travel,Business,1517,1,1,1,1,4,4,4,5,5,5,5,4,5,5,0,0,satisfied
31293,Female,Loyal Customer,35,Business travel,Business,2063,2,2,2,2,4,4,4,5,5,4,5,5,5,4,0,0,satisfied
10049,Female,Loyal Customer,28,Business travel,Business,3193,5,5,5,5,4,4,4,4,5,5,5,5,4,4,0,0,satisfied
39293,Female,Loyal Customer,50,Business travel,Eco,751,4,1,1,1,5,2,4,4,4,4,4,4,4,4,0,0,satisfied
28618,NA,Loyal Customer,72,Business travel,Business,629,2,2,2,2,3,2,4,5,5,5,5,5,5,1,0,0,satisfied
116805,NA,Loyal Customer,60,Business travel,Business,3441,0,1,1,3,3,1,3,2,2,4,4,1,2,3,0,0,satisfied
66864,Male,Loyal Customer,57,Business travel,Business,3123,5,5,5,5,5,4,4,4,4,4,4,3,4,3,0,0,satisfied
65311,Male,Loyal Customer,24,Business travel,NA,1862,4,4,4,4,5,5,5,5,4,3,2,1,4,5,11,4,satisfied
90287,NA,disloyal Customer,62,Business travel,Business,184,4,4,4,3,4,5,5,4,5,4,4,5,5,5,125,134,satisfied
38654,Female,Loyal Customer,73,Business travel,Eco,1140,5,4,4,4,4,2,3,5,5,5,5,5,5,2,0,0,satisfied
81846,Female,disloyal Customer,24,Business travel,Business,994,5,0,5,4,2,5,2,2,5,3,4,4,1,2,0,1,satisfied
24057,Male,Loyal Customer,60,Personal Travel,Eco,1678,4,3,4,4,1,4,1,1,2,2,4,2,3,1,15,0,satisfied
111635,Male,Loyal Customer,51,Business travel,Business,3876,0,0,0,3,2,NA,5,3,3,3,3,5,3,4,0,0,satisfied
4670,Male,disloyal Customer,23,Business travel,Business,480,5,5,5,2,3,5,3,3,3,5,5,4,4,3,0,0,satisfied
23095,Male,Loyal Customer,51,Business travel,Business,1460,5,5,5,5,5,5,4,5,5,5,5,4,5,3,NA,0,satisfied
23538,Female,Loyal Customer,54,Business travel,Business,1698,2,2,2,2,2,2,4,5,5,4,3,5,5,1,1,0,satisfied
32048,Female,Loyal Customer,59,Business travel,Business,2914,4,4,4,4,1,1,5,5,5,5,5,5,5,3,0,0,satisfied
91935,Female,Loyal Customer,56,Business travel,Business,1918,5,4,5,5,5,4,5,5,5,5,5,3,5,5,10,0,satisfied
15259,Female,Loyal Customer,19,Business travel,Eco Plus,1222,5,1,1,1,5,NA,5,5,1,4,5,1,1,5,0,0,satisfied
29688,NA,Loyal Customer,51,Personal Travel,Eco,475,4,2,4,3,3,4,3,3,2,4,3,1,4,3,3,22,satisfied
97010,NA,Loyal Customer,50,Business travel,Business,109,1,1,1,1,4,3,1,4,4,4,5,3,4,4,0,4,satisfied
98123,Female,Loyal Customer,39,Business travel,Business,403,4,4,4,4,2,4,5,4,4,4,4,4,4,5,15,0,satisfied
28557,Female,Loyal Customer,35,Business travel,Business,2449,5,5,5,5,3,3,3,5,1,2,5,3,2,3,139,113,satisfied
35353,Male,Loyal Customer,76,Business travel,Eco,84,4,5,5,5,4,4,4,4,2,5,4,1,4,4,0,0,satisfied
124277,NA,Loyal Customer,34,Business travel,Business,577,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0,satisfied
125110,Male,Loyal Customer,37,Business travel,Business,2521,1,1,1,1,1,3,2,5,5,5,5,2,5,5,36,30,satisfied
78571,Female,Loyal Customer,46,Business travel,Business,3538,1,1,1,1,5,1,1,5,5,5,5,1,5,1,0,0,satisfied
73589,NA,Loyal Customer,46,Personal Travel,Eco,868,4,5,4,3,2,4,2,2,3,4,3,3,3,2,1,0,satisfied
122090,Male,Loyal Customer,52,Business travel,Business,2704,3,5,3,3,2,4,4,4,4,4,4,4,4,3,5,0,satisfied
32200,Female,Loyal Customer,60,Business travel,Eco,794,3,4,4,4,2,5,2,3,3,3,3,3,3,3,0,11,satisfied
112113,Male,disloyal Customer,22,Business travel,Eco,872,0,0,0,3,2,0,4,2,5,3,4,5,5,2,0,0,satisfied
51814,Female,Loyal Customer,59,Business travel,Business,327,2,2,2,2,1,2,3,4,4,4,4,2,4,3,1,0,satisfied
63969,Male,disloyal Customer,25,Business travel,Eco,989,4,4,4,3,5,4,5,5,2,1,2,2,5,5,0,0,satisfied
75798,Female,Loyal Customer,62,Business travel,Business,1747,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,0,satisfied
53580,NA,Loyal Customer,40,Business travel,Business,2070,3,3,3,3,5,5,2,5,NA,4,5,5,5,4,20,14,satisfied
57503,Male,Loyal Customer,23,Business travel,Business,1504,5,5,5,5,4,NA,4,4,3,1,1,4,3,4,9,0,satisfied
45170,NA,Loyal Customer,28,Personal Travel,Eco,909,4,3,4,3,2,NA,2,2,4,4,3,1,3,2,66,62,satisfied
76678,NA,Loyal Customer,39,Business travel,Business,270,1,1,1,1,3,5,5,5,5,5,5,4,5,5,20,26,satisfied
1953,Female,Loyal Customer,55,Business travel,Business,1688,2,2,2,2,2,5,5,5,5,5,5,4,5,3,0,0,satisfied
70901,Male,Loyal Customer,58,Business travel,Business,328,1,1,1,1,4,4,5,5,5,4,5,5,5,5,0,7,satisfied
22284,Female,Loyal Customer,44,Business travel,Business,2253,0,0,0,4,3,5,4,5,NA,5,5,5,5,3,13,4,satisfied
17127,Male,Loyal Customer,33,Business travel,Business,3153,0,5,0,4,3,NA,3,3,3,4,1,1,2,3,0,0,satisfied
120199,Female,Loyal Customer,31,Business travel,Business,1825,3,3,3,3,2,2,2,2,3,4,4,1,2,2,1,4,satisfied
95364,Female,Loyal Customer,24,Business travel,Business,631,1,1,1,1,4,4,4,4,5,3,4,5,4,4,NA,6,satisfied
87525,NA,Loyal Customer,17,Business travel,Eco,153,4,3,3,3,4,4,3,4,4,5,4,2,5,4,0,0,satisfied
17847,Female,Loyal Customer,28,Business travel,Eco,1032,5,5,5,5,5,5,5,5,1,5,2,4,4,5,0,11,satisfied
127590,Male,disloyal Customer,23,Business travel,Business,528,4,4,4,5,2,4,2,2,4,2,4,3,5,2,0,0,satisfied
14873,Male,Loyal Customer,27,Business travel,Business,589,5,5,2,5,5,5,5,5,2,4,2,2,4,5,0,0,satisfied
127609,Female,Loyal Customer,43,Business travel,NA,458,5,5,3,5,3,3,4,4,4,5,4,4,4,4,0,0,satisfied
49755,Female,Loyal Customer,29,Business travel,Business,2700,2,2,2,2,5,NA,5,5,2,3,2,3,4,5,0,0,satisfied
76526,Male,Loyal Customer,41,Business travel,Business,746,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,17,satisfied
89712,Male,Loyal Customer,47,Business travel,Business,1562,3,3,3,3,3,4,5,5,5,5,5,5,5,3,2,0,satisfied
11142,NA,Loyal Customer,53,Business travel,Eco,397,5,1,1,1,4,3,2,5,NA,5,5,5,5,1,0,0,satisfied
28601,Male,disloyal Customer,44,Business travel,Business,190,5,5,5,2,3,5,3,3,3,3,4,4,5,3,0,0,satisfied
73379,Female,Loyal Customer,57,Business travel,Eco,162,4,3,1,3,2,1,5,5,5,4,5,2,5,5,6,3,satisfied
24190,Female,Loyal Customer,54,Business travel,Eco,864,5,2,2,2,4,4,5,5,5,5,5,3,5,4,0,33,satisfied
39655,Male,Loyal Customer,58,Business travel,Business,3236,1,1,1,1,5,2,4,4,4,4,4,2,4,3,30,20,satisfied
113085,Male,disloyal Customer,43,Business travel,Business,1744,3,3,3,3,2,3,1,2,3,2,4,4,4,2,0,0,satisfied
119121,Female,Loyal Customer,48,Business travel,Business,312,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,2,satisfied
26883,Female,Loyal Customer,52,Business travel,Business,3740,5,5,5,5,1,5,2,4,4,4,4,2,4,5,0,0,satisfied
119641,Female,Loyal Customer,40,Business travel,Business,442,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0,satisfied
25424,Female,disloyal Customer,20,Business travel,Eco,1073,2,2,2,3,5,2,1,5,4,5,4,3,3,5,0,0,satisfied
51731,Female,disloyal Customer,24,Business travel,Eco,604,4,4,4,4,4,1,1,4,5,4,5,1,3,1,360,409,satisfied
74456,NA,Loyal Customer,48,Business travel,Business,431,1,1,1,1,2,5,5,3,3,3,3,3,3,4,0,0,satisfied
61101,Female,Loyal Customer,20,Personal Travel,Business,521,5,5,5,1,2,5,2,2,4,5,4,4,4,2,0,0,satisfied
21852,Female,disloyal Customer,42,Business travel,Business,301,4,4,4,5,5,4,5,5,4,4,4,5,5,5,0,0,satisfied
129110,Female,Loyal Customer,25,Business travel,Eco Plus,1372,5,4,4,4,5,4,3,5,3,5,1,2,3,5,1,0,satisfied
118099,Male,Loyal Customer,23,Business travel,Eco,680,4,2,2,2,4,NA,5,4,5,3,5,1,3,4,0,0,satisfied
11501,Male,Loyal Customer,39,Business travel,Business,2227,1,1,2,1,5,4,5,5,5,5,5,3,5,4,11,0,satisfied
118944,NA,Loyal Customer,23,Business travel,Business,1056,1,1,1,1,4,4,4,4,3,1,3,2,4,4,0,0,satisfied
25398,Female,Loyal Customer,65,Business travel,Business,2180,2,2,2,2,3,4,5,3,3,3,3,4,3,3,0,0,satisfied
103194,Female,Loyal Customer,40,Business travel,Business,213,0,5,0,5,5,4,5,4,4,1,1,3,4,3,0,0,satisfied
34602,Male,Loyal Customer,42,Business travel,Business,1744,3,3,3,3,4,5,4,4,4,4,4,5,4,5,0,0,satisfied
70019,Female,Loyal Customer,41,Business travel,Business,3916,3,3,3,3,4,5,4,5,5,5,5,5,5,4,21,38,satisfied
111264,Male,Loyal Customer,34,Business travel,Business,628,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0,satisfied
23232,Female,Loyal Customer,61,Business travel,Business,1701,2,2,2,2,4,5,5,3,3,4,3,5,3,3,0,0,satisfied
68416,Female,Loyal Customer,45,Business travel,Business,1691,5,5,5,5,5,NA,5,4,4,4,4,3,4,4,0,0,satisfied
37337,Female,Loyal Customer,32,Business travel,Business,1725,5,5,5,5,2,NA,2,2,5,4,4,5,4,2,65,51,satisfied
48537,Male,Loyal Customer,47,Business travel,Business,1718,2,2,2,2,3,5,5,3,3,4,3,5,3,3,0,0,satisfied
23758,Female,Loyal Customer,45,Personal Travel,Eco,335,5,5,5,3,3,4,4,2,2,5,2,4,2,5,0,0,satisfied
9867,Female,Loyal Customer,48,Business travel,Business,1831,5,5,2,5,2,4,4,2,2,3,2,3,2,4,0,0,satisfied
123743,Male,Loyal Customer,61,Business travel,Business,2249,5,5,5,5,2,4,4,4,4,4,4,4,4,5,1,0,satisfied
17808,Female,Loyal Customer,35,Business travel,Business,2665,1,1,1,1,2,1,2,4,4,5,4,3,4,2,0,NA,satisfied
93064,Female,Loyal Customer,39,Business travel,Eco,222,3,3,3,3,3,3,3,3,3,3,5,5,5,3,0,0,satisfied
32055,Female,Loyal Customer,56,Business travel,Business,3756,2,2,2,2,3,5,4,4,4,4,4,5,4,3,0,0,satisfied
77671,NA,Loyal Customer,53,Business travel,Business,1522,3,3,5,3,5,5,4,5,5,4,5,5,5,5,0,0,satisfied
731,Female,Loyal Customer,31,Business travel,Business,749,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11,satisfied
105888,Female,Loyal Customer,56,Business travel,Business,2565,1,1,2,1,4,5,5,5,3,5,5,5,3,5,13,0,satisfied
55993,NA,disloyal Customer,52,Business travel,Business,991,5,5,5,4,5,4,4,4,3,5,5,4,4,4,200,192,satisfied
90033,Female,Loyal Customer,58,Business travel,Business,1723,5,5,5,5,5,5,5,5,4,5,5,5,4,5,158,151,satisfied
5153,NA,Loyal Customer,47,Business travel,Business,1737,5,3,5,5,3,5,4,4,4,4,4,4,4,4,0,0,satisfied
71556,NA,Loyal Customer,35,Business travel,Business,991,1,1,5,1,3,5,4,4,4,4,4,4,4,5,44,28,satisfied
62922,Male,Loyal Customer,39,Business travel,Business,3107,1,1,3,1,4,5,4,2,2,2,2,5,2,5,0,0,satisfied
38692,Female,Loyal Customer,23,Personal Travel,Eco,583,5,4,5,4,4,5,3,4,4,5,4,3,5,4,8,0,satisfied
74175,Female,Loyal Customer,60,Personal Travel,Eco,1050,4,5,4,3,2,5,5,3,3,4,3,3,3,3,0,0,satisfied
129761,Female,Loyal Customer,52,Business travel,Business,3484,4,4,4,4,5,4,5,4,4,4,4,5,4,5,0,0,satisfied
40291,Female,Loyal Customer,50,Business travel,Business,1795,1,1,1,1,3,4,4,3,3,3,3,4,3,3,45,41,satisfied
35362,Female,Loyal Customer,37,Business travel,Eco Plus,237,4,4,4,4,4,4,4,4,1,5,1,4,5,4,4,0,satisfied
69838,NA,Loyal Customer,19,Business travel,Business,2247,4,4,4,4,4,4,4,4,5,2,3,1,4,4,0,0,satisfied
21776,NA,Loyal Customer,47,Personal Travel,Eco,2556,4,2,4,3,5,4,5,5,1,5,4,1,3,5,2,0,satisfied
78512,Female,Loyal Customer,29,Business travel,Eco,936,4,1,1,1,4,4,4,1,3,3,5,4,4,4,195,184,satisfied
123230,NA,Loyal Customer,45,Business travel,Business,3970,2,4,2,2,2,4,5,4,4,4,4,3,4,5,4,0,satisfied
30311,Female,Loyal Customer,27,Business travel,Business,2420,1,1,1,1,5,5,5,5,NA,3,4,4,5,5,5,0,satisfied
115547,Male,Loyal Customer,39,Business travel,Business,2336,5,4,5,5,4,4,5,5,5,5,5,3,5,3,12,0,satisfied
76893,Male,Loyal Customer,56,Business travel,Business,1823,4,4,4,4,5,5,4,5,5,5,5,3,5,3,69,51,satisfied
11657,Male,Loyal Customer,49,Business travel,Business,2240,4,4,4,4,2,5,4,2,2,2,2,4,2,4,0,2,satisfied
36419,Male,disloyal Customer,24,Business travel,Business,228,4,3,4,2,2,NA,2,2,5,5,4,5,5,2,0,0,satisfied
45906,NA,Loyal Customer,49,Business travel,Business,2475,3,3,3,3,3,4,4,5,5,5,5,5,5,3,0,0,satisfied
98265,NA,Loyal Customer,31,Business travel,Business,1783,4,4,4,4,2,2,2,2,3,4,4,5,5,2,7,0,satisfied
28226,Male,Loyal Customer,17,Business travel,Business,1953,3,4,3,3,3,4,3,3,2,2,5,2,3,3,0,0,satisfied
45572,Male,Loyal Customer,60,Business travel,Business,2908,1,1,1,1,5,4,5,3,3,3,3,3,3,4,0,1,satisfied
27299,Female,disloyal Customer,25,Business travel,Business,937,4,0,4,3,3,4,4,3,3,3,5,4,4,3,0,0,satisfied
115489,NA,Loyal Customer,34,Business travel,Business,1684,4,4,4,4,1,2,4,3,3,3,3,5,3,4,0,10,satisfied
105309,NA,Loyal Customer,41,Business travel,Business,646,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
66640,Female,Loyal Customer,58,Business travel,Business,173,5,5,4,5,5,5,5,5,5,5,4,3,5,4,4,10,satisfied
12198,Female,Loyal Customer,41,Business travel,Business,3175,2,2,2,2,5,5,5,5,5,4,4,5,4,5,222,213,satisfied
34036,Male,Loyal Customer,36,Business travel,Business,1416,1,1,5,1,3,2,3,5,5,5,5,1,5,3,1,0,satisfied
105553,Female,Loyal Customer,58,Business travel,Business,2091,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
71725,NA,disloyal Customer,20,Business travel,Business,834,4,0,3,4,5,3,4,5,3,4,5,5,4,5,98,100,satisfied
94051,Female,Loyal Customer,41,Business travel,Business,2469,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0,satisfied
20971,NA,Loyal Customer,34,Personal Travel,Eco Plus,994,5,4,5,4,3,5,3,3,4,4,5,3,4,3,0,0,satisfied
9288,Female,Loyal Customer,25,Business travel,Eco Plus,1533,4,4,4,4,4,4,5,4,NA,4,1,5,1,4,0,6,satisfied
126448,Male,disloyal Customer,25,Business travel,Eco,1199,3,2,2,5,5,2,5,5,4,4,4,3,5,5,6,0,satisfied
50402,Female,Loyal Customer,36,Business travel,Business,125,0,4,0,4,4,4,5,4,4,4,4,3,4,3,0,2,satisfied
110939,Female,Loyal Customer,51,Business travel,Business,1979,1,1,1,1,5,4,5,4,4,4,4,5,4,4,8,9,satisfied
124931,Male,Loyal Customer,57,Business travel,Business,1989,3,3,3,3,3,4,4,5,5,5,5,5,5,4,2,0,satisfied
61600,Female,Loyal Customer,32,Business travel,Business,3473,4,4,4,4,4,4,4,4,3,4,5,4,4,4,0,0,satisfied
61966,NA,Loyal Customer,32,Business travel,Eco,2541,5,5,5,5,5,NA,5,5,4,1,4,3,4,5,30,17,satisfied
121363,Female,Loyal Customer,40,Business travel,Business,1730,5,5,5,5,2,5,4,5,5,5,5,4,5,5,0,0,satisfied
116043,Male,Loyal Customer,33,Business travel,Business,3133,2,2,5,2,4,4,4,4,2,2,1,2,2,4,0,12,satisfied
11919,Female,Loyal Customer,36,Business travel,Business,710,2,4,2,2,2,5,4,5,5,5,5,4,5,5,0,0,satisfied
121016,Female,Loyal Customer,53,Business travel,Eco,978,4,2,2,2,3,3,2,3,3,4,3,4,3,1,5,0,satisfied
97228,NA,Loyal Customer,40,Business travel,Business,1797,3,3,3,3,5,3,4,5,5,5,5,4,5,3,0,0,satisfied
2544,Female,Loyal Customer,46,Business travel,Business,3828,5,5,5,5,4,3,3,4,4,4,4,5,4,4,8,5,satisfied
2894,Male,Loyal Customer,45,Business travel,Business,2788,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
79948,Female,disloyal Customer,16,Business travel,Eco,1186,5,5,5,5,4,5,4,4,4,1,3,1,5,4,0,0,satisfied
126455,Female,Loyal Customer,52,Business travel,Business,1718,1,1,1,1,3,5,5,5,NA,5,5,4,5,3,40,34,satisfied
99443,Female,Loyal Customer,42,Business travel,Business,597,2,1,2,2,3,4,4,3,3,4,3,3,3,3,0,0,satisfied
71448,Female,Loyal Customer,40,Business travel,Business,2694,1,1,1,1,5,4,5,5,NA,5,5,3,5,4,0,0,satisfied
104382,Male,Loyal Customer,60,Business travel,Business,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,satisfied
21797,Male,Loyal Customer,57,Business travel,Business,309,4,2,4,4,5,4,5,4,4,4,4,3,4,3,0,0,satisfied
122124,NA,Loyal Customer,28,Business travel,Business,936,2,2,2,2,5,5,5,5,5,5,5,4,4,5,0,0,satisfied
118240,NA,Loyal Customer,34,Business travel,Business,2454,1,1,1,1,4,4,4,4,2,4,5,4,3,4,8,12,satisfied
3706,Female,Loyal Customer,9,Personal Travel,Eco,1190,4,4,4,3,4,4,4,4,4,4,4,5,5,4,0,0,satisfied
23062,Female,Loyal Customer,45,Business travel,Eco,139,3,3,4,3,1,4,1,3,3,3,3,5,3,1,2,26,satisfied
111702,NA,disloyal Customer,28,Business travel,Business,1587,4,5,5,2,4,5,1,4,3,5,4,3,5,4,0,0,satisfied
99024,Male,Loyal Customer,30,Business travel,Business,368,4,4,4,4,4,4,4,4,1,2,3,2,5,4,0,0,satisfied
100722,Male,Loyal Customer,52,Business travel,Business,3838,2,2,2,2,3,4,4,4,4,4,4,3,4,4,76,82,satisfied
910,NA,Loyal Customer,43,Business travel,Business,125,2,2,2,2,5,2,2,5,5,5,5,5,5,5,0,0,satisfied
7842,Male,Loyal Customer,41,Business travel,Business,2586,2,2,2,2,5,3,4,5,5,5,5,3,5,4,0,3,satisfied
114330,NA,Loyal Customer,48,Personal Travel,Eco,2777,4,3,4,4,4,4,3,3,3,4,3,3,3,2,0,0,satisfied
62521,Female,disloyal Customer,20,Business travel,Eco,1235,2,2,2,5,4,2,1,4,3,5,4,4,5,4,5,0,satisfied
69505,Female,Loyal Customer,43,Business travel,Eco,303,4,2,2,2,5,5,3,3,3,4,3,4,3,3,0,11,satisfied
30286,NA,Loyal Customer,42,Business travel,Business,1609,1,1,5,1,3,5,4,4,4,4,4,4,4,5,14,14,satisfied
110281,NA,Loyal Customer,50,Business travel,Business,1046,3,3,3,3,4,5,5,3,3,4,3,3,3,5,0,0,satisfied
54172,NA,Loyal Customer,26,Business travel,Business,2560,2,2,2,2,4,4,4,4,5,3,4,3,4,4,0,0,satisfied
93125,NA,Loyal Customer,44,Business travel,Business,588,3,3,3,3,4,4,4,3,4,5,4,4,3,4,146,131,satisfied
34218,Male,Loyal Customer,58,Business travel,Business,2364,2,2,2,2,4,4,4,4,4,4,4,3,4,4,2,0,satisfied
2614,Male,Loyal Customer,52,Business travel,Business,3187,4,5,4,4,2,5,4,5,5,5,5,3,5,3,1,0,satisfied
87819,Female,Loyal Customer,59,Business travel,Business,2774,0,5,0,1,5,NA,4,3,3,3,3,5,3,4,0,1,satisfied
10990,Male,Loyal Customer,47,Business travel,Business,153,0,4,0,1,4,5,1,5,5,5,5,1,5,3,0,0,satisfied
99621,Female,Loyal Customer,57,Business travel,Eco,409,4,5,5,5,3,2,5,4,4,4,4,5,4,3,22,23,satisfied
48694,NA,Loyal Customer,55,Business travel,Business,3824,1,1,1,1,5,5,4,4,4,4,4,4,4,3,26,13,satisfied
110975,NA,disloyal Customer,20,Business travel,Business,589,0,4,0,4,4,0,4,4,4,3,4,4,4,4,0,0,satisfied
10046,Male,Loyal Customer,50,Personal Travel,Eco,101,3,5,3,5,2,3,2,2,5,5,5,4,5,2,0,1,neutral or dissatisfied
89351,Female,Loyal Customer,30,Personal Travel,Eco,860,3,5,3,2,2,NA,2,2,1,1,5,4,2,2,0,0,neutral or dissatisfied
63718,Male,Loyal Customer,52,Business travel,Business,3153,2,3,3,3,4,2,3,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
106347,Male,disloyal Customer,24,Business travel,Eco,649,3,2,3,2,4,3,4,4,2,4,3,1,3,4,19,30,neutral or dissatisfied
87171,NA,Loyal Customer,38,Business travel,Business,261,3,3,3,3,1,4,3,3,3,3,3,1,3,1,0,0,neutral or dissatisfied
18881,Female,Loyal Customer,57,Business travel,Business,2665,2,2,2,2,3,3,3,2,2,2,2,1,2,1,22,11,neutral or dissatisfied
71312,NA,Loyal Customer,49,Business travel,Eco,1013,3,3,3,3,3,4,3,3,3,3,3,1,3,2,0,0,neutral or dissatisfied
103227,Female,disloyal Customer,20,Business travel,Eco,421,3,0,3,1,3,3,4,3,3,4,2,1,3,3,0,0,neutral or dissatisfied
48908,Female,disloyal Customer,27,Business travel,Business,290,2,2,2,3,4,2,5,4,2,5,2,4,3,4,0,0,neutral or dissatisfied
121125,NA,Loyal Customer,20,Personal Travel,Eco,259,2,1,2,2,2,2,1,2,4,2,2,1,2,2,14,19,neutral or dissatisfied
82854,Female,Loyal Customer,53,Personal Travel,Eco,116,2,3,2,3,3,2,2,5,5,2,5,2,5,4,72,66,neutral or dissatisfied
70749,NA,Loyal Customer,44,Business travel,Eco,403,4,2,2,2,4,4,4,4,3,2,3,3,4,4,15,27,neutral or dissatisfied
97952,NA,disloyal Customer,40,Business travel,Business,2521,2,2,2,4,2,3,3,2,1,4,4,3,1,3,4,0,neutral or dissatisfied
84104,NA,disloyal Customer,27,Business travel,Eco,2342,1,1,1,3,2,1,2,2,4,3,2,4,3,2,0,2,neutral or dissatisfied
2907,Female,disloyal Customer,35,Business travel,Eco,770,2,2,2,4,2,2,2,2,4,2,3,1,4,2,0,0,neutral or dissatisfied
77755,Female,disloyal Customer,42,Business travel,Eco,811,2,1,1,1,1,1,1,1,NA,2,1,2,5,1,3,0,neutral or dissatisfied
66882,Female,Loyal Customer,24,Personal Travel,Eco,484,3,0,3,5,3,3,3,3,4,5,4,3,4,3,20,0,neutral or dissatisfied
73584,Male,Loyal Customer,35,Personal Travel,Eco,190,3,3,3,4,4,3,4,4,3,5,3,4,3,4,20,15,neutral or dissatisfied
73318,Female,Loyal Customer,31,Personal Travel,Eco,493,4,5,4,4,4,4,4,4,3,5,5,5,5,4,0,1,neutral or dissatisfied
48333,NA,Loyal Customer,51,Business travel,Eco,912,1,0,0,4,1,1,1,1,1,4,3,4,4,1,9,23,neutral or dissatisfied
71119,NA,Loyal Customer,58,Personal Travel,Eco,631,2,5,2,5,3,2,3,3,4,3,5,5,4,3,0,0,neutral or dissatisfied
15192,Female,disloyal Customer,33,Business travel,Business,719,2,2,2,1,1,2,1,1,4,3,4,4,5,1,0,0,neutral or dissatisfied
84688,Female,Loyal Customer,52,Business travel,Eco,325,4,1,1,1,4,4,4,3,2,4,4,4,2,4,152,181,neutral or dissatisfied
107613,Female,Loyal Customer,38,Business travel,Business,192,2,5,5,5,2,3,4,2,2,2,2,1,2,4,0,3,neutral or dissatisfied
87193,Female,Loyal Customer,52,Personal Travel,Eco,719,1,4,1,3,2,5,4,2,2,1,2,5,2,5,0,0,neutral or dissatisfied
