id,gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
14195,male,loyal_customer,33,business_travel,business,3891,3,3,3,3,5,5,5,5,4,4,1,1,4,5,84,79,satisfied
67065,female,loyal_customer,45,business_travel,business,3813,2,2,2,2,4,5,4,4,4,4,4,4,4,3,0,2,satisfied
81342,male,disloyal_customer,20,business_travel,business,401,0,0,0,5,2,0,2,2,5,3,4,3,4,2,90,83,satisfied
54196,female,loyal_customer,36,business_travel,business,3299,2,2,3,2,4,1,1,5,5,5,5,4,5,3,0,0,satisfied
87524,NA,loyal_customer,21,business_travel,eco_plus,1598,0,3,0,2,1,NA,1,1,4,5,3,3,3,1,0,5,satisfied
16966,male,loyal_customer,45,business_travel,business,2233,5,5,4,5,4,4,4,5,5,5,5,5,5,3,12,0,satisfied
69297,male,loyal_customer,58,business_travel,business,427,2,2,2,2,4,4,5,5,5,5,5,4,5,3,0,0,satisfied
40551,NA,disloyal_customer,22,business_travel,eco,1415,3,3,3,4,1,NA,2,1,1,1,5,5,2,1,0,0,satisfied
18609,female,loyal_customer,47,business_travel,business,2309,4,4,2,4,5,4,4,4,4,4,4,4,4,3,0,0,satisfied
96949,male,loyal_customer,46,business_travel,business,3714,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,1,satisfied
122474,female,loyal_customer,48,business_travel,business,946,3,3,3,3,4,5,4,5,5,5,5,4,5,4,0,5,satisfied
7359,female,disloyal_customer,25,business_travel,business,997,0,2,0,2,3,0,3,3,5,5,5,4,5,3,38,49,satisfied
47538,male,loyal_customer,44,business_travel,eco,788,5,5,4,4,5,5,5,5,NA,1,3,4,1,5,0,0,satisfied
50318,female,loyal_customer,55,business_travel,business,3077,4,4,4,4,1,3,1,5,5,5,5,3,5,4,0,0,satisfied
110480,male,loyal_customer,28,business_travel,business,210,5,5,5,5,4,4,4,4,5,5,5,3,3,4,98,102,satisfied
3736,male,loyal_customer,25,business_travel,business,1579,3,3,3,3,5,5,5,5,5,5,4,5,5,5,240,280,satisfied
128428,NA,loyal_customer,55,business_travel,business,1491,4,4,4,4,3,NA,4,5,5,5,5,3,5,3,0,0,satisfied
103206,male,loyal_customer,39,business_travel,business,883,5,5,5,5,5,4,5,4,4,4,4,4,4,4,3,38,satisfied
98331,male,loyal_customer,25,business_travel,business,3904,4,4,1,4,5,5,5,5,3,3,4,4,5,5,0,0,satisfied
17197,female,disloyal_customer,29,business_travel,eco,1035,4,4,4,3,2,4,2,2,1,3,1,2,2,2,42,21,satisfied
66487,female,loyal_customer,42,business_travel,business,1620,3,3,5,3,5,5,5,5,5,4,5,5,5,5,3,5,satisfied
46378,male,disloyal_customer,25,business_travel,eco,1127,5,5,5,2,3,5,3,3,4,3,5,5,4,3,0,0,satisfied
85907,male,loyal_customer,60,business_travel,business,226,0,0,0,2,4,5,5,4,4,4,4,3,4,3,0,0,satisfied
108265,male,loyal_customer,50,business_travel,business,3091,3,3,3,3,3,5,4,5,NA,5,5,5,5,4,0,0,satisfied
111801,female,loyal_customer,39,business_travel,business,1990,1,1,4,1,4,NA,5,3,3,4,3,4,3,3,0,11,satisfied
28928,male,loyal_customer,44,business_travel,business,563,1,1,1,1,3,5,2,3,3,4,3,1,3,2,0,0,satisfied
72242,male,loyal_customer,45,business_travel,business,3640,3,3,3,3,5,NA,2,5,5,5,5,3,5,4,77,64,satisfied
20347,male,loyal_customer,31,business_travel,eco_plus,581,5,4,3,4,5,5,5,5,3,3,3,3,3,5,0,0,satisfied
74643,male,loyal_customer,41,business_travel,business,612,3,3,5,3,5,2,2,4,4,5,4,1,4,1,0,0,satisfied
101352,female,loyal_customer,48,business_travel,business,1616,2,2,2,2,2,4,5,3,3,3,3,3,3,4,0,11,satisfied
5382,male,loyal_customer,36,business_travel,eco,129,4,1,1,1,4,4,4,4,2,4,3,3,2,4,0,0,satisfied
104567,NA,disloyal_customer,24,business_travel,business,731,0,0,0,3,1,NA,1,1,3,4,5,3,4,1,10,19,satisfied
128330,male,disloyal_customer,27,business_travel,business,405,5,5,5,3,3,5,3,3,4,5,4,4,4,3,0,0,satisfied
117564,male,loyal_customer,24,business_travel,eco_plus,1448,4,5,5,5,4,4,5,4,3,2,3,1,3,4,1,0,satisfied
1938,female,loyal_customer,29,business_travel,business,542,5,3,5,5,5,4,5,5,1,3,4,3,5,5,0,0,satisfied
66745,female,loyal_customer,42,business_travel,business,2874,4,4,4,4,1,4,4,5,5,5,5,3,5,2,2,0,satisfied
93821,female,disloyal_customer,85,business_travel,business,67,4,4,4,3,4,NA,4,2,1,5,4,4,4,4,0,0,satisfied
48958,male,loyal_customer,45,business_travel,business,3234,2,2,2,2,2,4,5,2,2,2,2,3,2,4,0,4,satisfied
26714,male,loyal_customer,56,business_travel,business,1426,4,4,4,4,2,4,5,4,4,3,4,4,4,3,0,11,satisfied
68208,female,disloyal_customer,22,business_travel,business,684,4,0,4,2,2,4,2,2,5,4,4,5,4,2,40,46,satisfied
55488,male,loyal_customer,40,business_travel,business,2330,2,2,5,2,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
102276,male,loyal_customer,59,business_travel,business,1969,2,2,2,2,2,3,5,5,5,5,5,4,5,3,0,0,satisfied
102595,male,loyal_customer,66,personal_travel,eco,1073,4,4,4,2,3,4,2,3,5,5,4,3,5,3,43,11,satisfied
54216,male,loyal_customer,48,business_travel,business,2521,1,1,1,1,5,3,4,4,4,4,4,4,4,3,0,0,satisfied
128703,male,loyal_customer,58,business_travel,business,2470,3,3,3,3,3,4,5,5,5,5,5,5,5,4,17,8,satisfied
113748,male,loyal_customer,45,business_travel,business,1096,4,4,4,4,3,4,4,5,5,5,5,4,5,5,0,0,satisfied
31202,female,disloyal_customer,23,business_travel,eco,1147,4,4,4,4,5,4,5,5,5,5,4,3,5,5,0,0,satisfied
37912,female,loyal_customer,35,business_travel,business,3579,2,2,2,2,2,4,4,5,5,5,5,4,5,5,70,57,satisfied
25103,NA,loyal_customer,46,business_travel,business,3073,2,2,1,2,4,5,5,5,5,5,5,4,5,4,3,0,satisfied
28329,female,loyal_customer,51,business_travel,business,2334,3,3,3,3,2,NA,4,5,5,5,5,3,5,4,28,12,satisfied
123339,female,loyal_customer,20,business_travel,business,2862,2,2,2,2,5,5,5,5,3,3,5,4,4,5,0,0,satisfied
98862,female,loyal_customer,54,business_travel,business,1598,5,5,5,5,3,3,4,5,5,5,5,4,5,4,3,0,satisfied
113730,female,loyal_customer,31,business_travel,business,2331,2,2,2,2,5,5,5,5,3,1,5,3,5,5,1,8,satisfied
17217,male,loyal_customer,58,business_travel,business,453,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0,satisfied
80870,NA,loyal_customer,54,business_travel,eco,2172,4,4,4,4,1,4,2,4,4,4,4,4,4,3,0,0,satisfied
9622,NA,loyal_customer,56,personal_travel,NA,626,4,5,5,3,2,5,2,2,3,3,5,3,4,2,82,92,satisfied
83608,female,loyal_customer,34,business_travel,business,157,4,5,4,4,1,3,4,4,4,4,5,1,4,1,59,58,satisfied
125225,NA,disloyal_customer,38,business_travel,business,1183,4,4,4,3,2,4,2,2,5,4,5,4,5,2,29,13,satisfied
80740,female,disloyal_customer,24,business_travel,eco,402,0,3,0,3,1,3,1,1,3,4,5,4,4,1,0,0,satisfied
2655,male,loyal_customer,56,business_travel,business,2724,3,5,3,3,5,5,5,3,3,5,4,5,5,5,6,0,satisfied
115082,male,loyal_customer,50,business_travel,eco,991,4,3,3,3,4,4,4,4,NA,1,2,4,4,4,0,33,satisfied
95595,NA,loyal_customer,35,personal_travel,business,1185,4,4,4,4,2,3,4,2,2,4,2,4,2,3,0,0,satisfied
99954,male,loyal_customer,34,business_travel,business,1868,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0,satisfied
61057,NA,loyal_customer,54,business_travel,business,3621,2,2,2,2,5,5,4,2,2,3,2,4,2,5,0,0,satisfied
123906,male,loyal_customer,50,business_travel,business,1448,3,3,3,3,4,5,4,2,2,2,2,5,2,5,10,2,satisfied
39872,male,loyal_customer,58,business_travel,business,3050,4,4,4,4,4,5,5,2,2,2,2,4,2,3,64,62,satisfied
107437,female,loyal_customer,49,business_travel,business,446,5,5,5,5,2,4,4,4,4,4,4,3,4,5,5,4,satisfied
35064,male,loyal_customer,52,business_travel,eco,113,5,3,3,3,4,5,4,4,2,3,2,3,5,4,71,96,satisfied
15713,female,loyal_customer,47,business_travel,business,845,1,1,1,1,4,5,4,5,5,5,5,5,5,3,20,17,satisfied
12459,NA,disloyal_customer,23,business_travel,eco,978,4,4,4,1,1,4,1,1,2,1,2,4,2,1,0,0,satisfied
25624,male,loyal_customer,36,business_travel,business,127,0,5,0,4,3,1,3,1,1,1,1,1,1,1,0,0,satisfied
25621,male,loyal_customer,41,business_travel,business,3340,1,1,1,1,5,3,5,4,4,4,4,2,4,5,0,0,satisfied
88691,male,loyal_customer,34,business_travel,business,2778,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0,satisfied
84163,male,loyal_customer,34,business_travel,business,1907,1,1,5,1,4,4,1,4,4,4,4,3,4,3,10,0,satisfied
65598,male,loyal_customer,41,business_travel,business,1514,4,4,4,4,2,5,5,4,4,4,4,4,4,4,NA,27,satisfied
81275,male,loyal_customer,61,business_travel,business,3502,3,3,3,3,2,3,3,5,NA,5,5,2,5,1,0,0,satisfied
89361,NA,loyal_customer,41,business_travel,business,728,5,5,5,5,5,5,5,2,2,2,2,3,2,5,0,0,satisfied
72776,female,loyal_customer,44,business_travel,eco,191,2,4,4,4,3,1,3,2,2,2,2,3,2,1,1,0,satisfied
107881,NA,loyal_customer,28,business_travel,eco_plus,1182,0,0,0,2,3,0,3,3,3,5,2,5,4,3,31,20,satisfied
45666,NA,loyal_customer,37,business_travel,business,1199,3,3,2,3,2,4,5,3,3,2,3,4,3,1,0,14,satisfied
19811,NA,loyal_customer,59,business_travel,business,647,4,4,4,4,2,1,2,4,4,4,4,3,4,4,91,74,satisfied
70833,female,loyal_customer,23,business_travel,eco_plus,901,0,5,0,5,3,0,1,3,4,3,4,5,1,3,9,3,satisfied
32977,female,loyal_customer,41,business_travel,business,1973,2,2,2,2,5,5,5,2,2,3,2,3,2,3,15,0,satisfied
44978,male,loyal_customer,42,business_travel,business,480,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
7604,male,loyal_customer,60,business_travel,business,130,4,4,4,4,3,5,4,4,4,4,5,3,4,3,0,0,satisfied
18544,male,disloyal_customer,12,business_travel,business,1121,5,0,5,1,3,0,3,3,2,4,5,3,5,3,22,3,satisfied
124342,male,loyal_customer,39,business_travel,business,985,1,1,1,1,3,4,5,4,4,5,4,3,4,3,0,7,satisfied
88130,female,disloyal_customer,54,business_travel,eco,238,4,4,4,4,2,4,2,2,5,4,1,3,1,2,91,81,satisfied
4448,NA,loyal_customer,40,business_travel,business,872,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,3,satisfied
110040,NA,disloyal_customer,21,business_travel,eco,588,0,0,0,2,3,0,3,3,3,4,1,2,5,3,0,0,satisfied
9348,female,loyal_customer,40,business_travel,business,2400,4,4,3,4,2,4,2,2,2,2,2,3,2,1,0,0,satisfied
63350,female,loyal_customer,64,business_travel,business,3143,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
68226,female,loyal_customer,63,business_travel,business,3828,0,0,0,1,5,5,4,1,1,1,1,5,1,3,0,0,satisfied
85488,male,loyal_customer,40,business_travel,business,3970,2,2,2,2,5,4,5,4,4,4,4,3,4,5,46,23,satisfied
79888,female,loyal_customer,39,business_travel,business,3974,2,2,2,2,4,4,5,4,4,4,4,4,4,3,0,0,satisfied
84832,female,loyal_customer,37,business_travel,eco,397,4,5,5,5,4,4,4,4,1,2,5,3,2,4,0,0,satisfied
6209,male,loyal_customer,17,personal_travel,eco_plus,431,0,4,0,4,1,0,3,1,4,3,5,5,5,1,0,0,satisfied
55772,NA,loyal_customer,52,business_travel,eco,308,5,1,1,1,5,5,5,5,2,1,5,3,5,5,0,0,satisfied
120858,female,loyal_customer,50,business_travel,business,125,4,4,4,4,4,4,4,5,5,5,4,4,5,3,0,0,satisfied
91808,female,loyal_customer,49,business_travel,business,2035,1,1,1,1,2,NA,4,3,3,3,3,3,3,4,0,0,satisfied
114306,male,loyal_customer,51,personal_travel,eco,164,5,4,5,3,1,5,1,1,3,2,5,5,5,1,0,11,satisfied
106323,male,disloyal_customer,13,business_travel,eco,2288,4,4,4,1,4,2,2,4,1,4,3,2,5,2,7,32,satisfied
85639,male,loyal_customer,53,business_travel,business,2586,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0,satisfied
17157,male,loyal_customer,41,personal_travel,eco,722,0,4,0,4,3,0,3,3,1,2,1,3,5,3,0,0,satisfied
92430,female,loyal_customer,23,business_travel,business,3888,1,1,1,1,5,5,5,5,4,4,4,4,5,5,0,0,satisfied
52026,female,loyal_customer,57,business_travel,business,429,5,5,3,5,1,2,1,4,4,4,4,1,4,3,0,0,satisfied
84069,female,loyal_customer,54,business_travel,business,475,1,1,1,1,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
129117,female,disloyal_customer,21,business_travel,business,223,5,2,5,5,5,5,2,5,4,4,4,5,4,5,0,0,satisfied
83301,female,disloyal_customer,18,business_travel,eco_plus,1225,5,0,5,5,2,5,2,2,1,1,2,2,5,2,0,5,satisfied
55773,male,loyal_customer,49,personal_travel,eco,1183,4,4,4,3,4,4,4,4,3,4,4,5,5,4,0,0,satisfied
114423,female,loyal_customer,31,personal_travel,eco,305,5,1,5,3,5,5,5,5,3,1,3,3,4,5,0,0,satisfied
90085,male,loyal_customer,63,personal_travel,eco,371,4,3,4,4,3,NA,3,3,1,4,3,4,3,3,0,32,satisfied
86177,female,loyal_customer,47,business_travel,NA,1015,5,3,5,5,3,5,5,5,5,5,5,3,5,1,9,8,satisfied
30196,NA,loyal_customer,23,business_travel,business,964,2,2,2,2,5,5,5,5,2,2,1,3,5,5,12,10,satisfied
62639,female,loyal_customer,58,business_travel,business,3780,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,5,satisfied
48725,male,disloyal_customer,20,business_travel,eco,502,0,4,0,1,2,NA,4,2,5,4,5,3,5,2,0,0,satisfied
28456,male,loyal_customer,47,business_travel,business,3268,4,1,4,4,3,5,5,4,4,5,4,1,4,5,37,31,satisfied
101581,female,loyal_customer,57,business_travel,business,107,2,2,2,2,4,1,5,4,4,4,3,3,4,2,0,0,satisfied
34874,male,loyal_customer,36,business_travel,business,429,3,3,3,3,5,4,5,4,4,4,4,5,4,1,23,19,satisfied
99397,male,loyal_customer,51,business_travel,business,1475,5,5,5,5,5,4,4,5,5,4,5,4,5,5,0,4,satisfied
70759,female,loyal_customer,49,business_travel,business,760,1,2,1,1,2,4,5,4,4,4,4,4,4,4,0,0,satisfied
81601,female,loyal_customer,59,business_travel,business,3187,2,1,2,2,3,5,5,5,5,5,5,3,5,5,3,0,satisfied
90705,male,loyal_customer,38,business_travel,business,282,0,0,0,1,5,5,4,3,NA,2,2,4,3,5,0,0,satisfied
49853,NA,loyal_customer,20,personal_travel,eco,109,4,4,4,3,5,4,5,5,3,5,5,5,5,5,26,32,satisfied
112612,female,loyal_customer,37,business_travel,business,1632,4,4,5,4,4,3,1,4,4,4,4,3,4,1,0,0,satisfied
115189,NA,loyal_customer,56,business_travel,eco,331,4,3,2,2,4,NA,1,4,4,4,4,3,4,5,38,27,satisfied
97197,male,loyal_customer,41,business_travel,business,3989,3,3,3,3,3,5,4,5,5,5,5,5,5,5,18,26,satisfied
116674,female,loyal_customer,53,business_travel,business,247,0,0,0,4,2,4,5,2,2,2,2,5,2,3,0,0,satisfied
12660,female,loyal_customer,47,business_travel,business,2817,1,1,1,1,5,5,5,5,5,4,5,3,5,5,54,61,satisfied
80938,female,loyal_customer,57,business_travel,eco,674,2,2,2,2,1,1,5,2,2,2,2,3,2,3,4,0,satisfied
108725,female,loyal_customer,46,business_travel,business,3621,5,5,5,5,2,5,5,5,5,5,5,3,5,4,17,11,satisfied
117574,female,loyal_customer,52,business_travel,business,318,0,0,0,3,4,2,4,1,1,1,1,1,1,4,0,0,satisfied
111249,female,loyal_customer,59,business_travel,business,1096,4,4,4,4,4,NA,4,4,4,4,4,3,4,3,0,0,satisfied
10049,female,loyal_customer,28,business_travel,business,3193,5,5,5,5,4,4,4,4,5,5,5,5,4,4,0,0,satisfied
39293,female,loyal_customer,50,business_travel,eco,751,4,1,1,1,5,2,4,4,4,4,4,4,4,4,0,0,satisfied
28618,NA,loyal_customer,72,business_travel,business,629,2,2,2,2,3,2,4,5,5,5,5,5,5,1,0,0,satisfied
116805,NA,loyal_customer,60,business_travel,business,3441,0,1,1,3,3,1,3,2,2,4,4,1,2,3,0,0,satisfied
66864,male,loyal_customer,57,business_travel,business,3123,5,5,5,5,5,4,4,4,4,4,4,3,4,3,0,0,satisfied
65311,male,loyal_customer,24,business_travel,NA,1862,4,4,4,4,5,5,5,5,4,3,2,1,4,5,11,4,satisfied
81846,female,disloyal_customer,24,business_travel,business,994,5,0,5,4,2,5,2,2,5,3,4,4,1,2,0,1,satisfied
111635,male,loyal_customer,51,business_travel,business,3876,0,0,0,3,2,NA,5,3,3,3,3,5,3,4,0,0,satisfied
4670,male,disloyal_customer,23,business_travel,business,480,5,5,5,2,3,5,3,3,3,5,5,4,4,3,0,0,satisfied
23095,male,loyal_customer,51,business_travel,business,1460,5,5,5,5,5,5,4,5,5,5,5,4,5,3,NA,0,satisfied
23538,female,loyal_customer,54,business_travel,business,1698,2,2,2,2,2,2,4,5,5,4,3,5,5,1,1,0,satisfied
32048,female,loyal_customer,59,business_travel,business,2914,4,4,4,4,1,1,5,5,5,5,5,5,5,3,0,0,satisfied
91935,female,loyal_customer,56,business_travel,business,1918,5,4,5,5,5,4,5,5,5,5,5,3,5,5,10,0,satisfied
29688,NA,loyal_customer,51,personal_travel,eco,475,4,2,4,3,3,4,3,3,2,4,3,1,4,3,3,22,satisfied
97010,NA,loyal_customer,50,business_travel,business,109,1,1,1,1,4,3,1,4,4,4,5,3,4,4,0,4,satisfied
98123,female,loyal_customer,39,business_travel,business,403,4,4,4,4,2,4,5,4,4,4,4,4,4,5,15,0,satisfied
28557,female,loyal_customer,35,business_travel,business,2449,5,5,5,5,3,3,3,5,1,2,5,3,2,3,139,113,satisfied
35353,male,loyal_customer,76,business_travel,eco,84,4,5,5,5,4,4,4,4,2,5,4,1,4,4,0,0,satisfied
124277,NA,loyal_customer,34,business_travel,business,577,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0,satisfied
78571,female,loyal_customer,46,business_travel,business,3538,1,1,1,1,5,1,1,5,5,5,5,1,5,1,0,0,satisfied
122090,male,loyal_customer,52,business_travel,business,2704,3,5,3,3,2,4,4,4,4,4,4,4,4,3,5,0,satisfied
32200,female,loyal_customer,60,business_travel,eco,794,3,4,4,4,2,5,2,3,3,3,3,3,3,3,0,11,satisfied
112113,male,disloyal_customer,22,business_travel,eco,872,0,0,0,3,2,0,4,2,5,3,4,5,5,2,0,0,satisfied
51814,female,loyal_customer,59,business_travel,business,327,2,2,2,2,1,2,3,4,4,4,4,2,4,3,1,0,satisfied
63969,male,disloyal_customer,25,business_travel,eco,989,4,4,4,3,5,4,5,5,2,1,2,2,5,5,0,0,satisfied
75798,female,loyal_customer,62,business_travel,business,1747,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,0,satisfied
57503,male,loyal_customer,23,business_travel,business,1504,5,5,5,5,4,NA,4,4,3,1,1,4,3,4,9,0,satisfied
45170,NA,loyal_customer,28,personal_travel,eco,909,4,3,4,3,2,NA,2,2,4,4,3,1,3,2,66,62,satisfied
1953,female,loyal_customer,55,business_travel,business,1688,2,2,2,2,2,5,5,5,5,5,5,4,5,3,0,0,satisfied
70901,male,loyal_customer,58,business_travel,business,328,1,1,1,1,4,4,5,5,5,4,5,5,5,5,0,7,satisfied
17127,male,loyal_customer,33,business_travel,business,3153,0,5,0,4,3,NA,3,3,3,4,1,1,2,3,0,0,satisfied
120199,female,loyal_customer,31,business_travel,business,1825,3,3,3,3,2,2,2,2,3,4,4,1,2,2,1,4,satisfied
95364,female,loyal_customer,24,business_travel,business,631,1,1,1,1,4,4,4,4,5,3,4,5,4,4,NA,6,satisfied
87525,NA,loyal_customer,17,business_travel,eco,153,4,3,3,3,4,4,3,4,4,5,4,2,5,4,0,0,satisfied
17847,female,loyal_customer,28,business_travel,eco,1032,5,5,5,5,5,5,5,5,1,5,2,4,4,5,0,11,satisfied
127590,male,disloyal_customer,23,business_travel,business,528,4,4,4,5,2,4,2,2,4,2,4,3,5,2,0,0,satisfied
127609,female,loyal_customer,43,business_travel,NA,458,5,5,3,5,3,3,4,4,4,5,4,4,4,4,0,0,satisfied
49755,female,loyal_customer,29,business_travel,business,2700,2,2,2,2,5,NA,5,5,2,3,2,3,4,5,0,0,satisfied
76526,male,loyal_customer,41,business_travel,business,746,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,17,satisfied
11142,NA,loyal_customer,53,business_travel,eco,397,5,1,1,1,4,3,2,5,NA,5,5,5,5,1,0,0,satisfied
28601,male,disloyal_customer,44,business_travel,business,190,5,5,5,2,3,5,3,3,3,3,4,4,5,3,0,0,satisfied
73379,female,loyal_customer,57,business_travel,eco,162,4,3,1,3,2,1,5,5,5,4,5,2,5,5,6,3,satisfied
24190,female,loyal_customer,54,business_travel,eco,864,5,2,2,2,4,4,5,5,5,5,5,3,5,4,0,33,satisfied
39655,male,loyal_customer,58,business_travel,business,3236,1,1,1,1,5,2,4,4,4,4,4,2,4,3,30,20,satisfied
113085,male,disloyal_customer,43,business_travel,business,1744,3,3,3,3,2,3,1,2,3,2,4,4,4,2,0,0,satisfied
26883,female,loyal_customer,52,business_travel,business,3740,5,5,5,5,1,5,2,4,4,4,4,2,4,5,0,0,satisfied
119641,female,loyal_customer,40,business_travel,business,442,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0,satisfied
25424,female,disloyal_customer,20,business_travel,eco,1073,2,2,2,3,5,2,1,5,4,5,4,3,3,5,0,0,satisfied
51731,female,disloyal_customer,24,business_travel,eco,604,4,4,4,4,4,1,1,4,5,4,5,1,3,1,360,409,satisfied
74456,NA,loyal_customer,48,business_travel,business,431,1,1,1,1,2,5,5,3,3,3,3,3,3,4,0,0,satisfied
61101,female,loyal_customer,20,personal_travel,business,521,5,5,5,1,2,5,2,2,4,5,4,4,4,2,0,0,satisfied
21852,female,disloyal_customer,42,business_travel,business,301,4,4,4,5,5,4,5,5,4,4,4,5,5,5,0,0,satisfied
129110,female,loyal_customer,25,business_travel,eco_plus,1372,5,4,4,4,5,4,3,5,3,5,1,2,3,5,1,0,satisfied
118099,male,loyal_customer,23,business_travel,eco,680,4,2,2,2,4,NA,5,4,5,3,5,1,3,4,0,0,satisfied
11501,male,loyal_customer,39,business_travel,business,2227,1,1,2,1,5,4,5,5,5,5,5,3,5,4,11,0,satisfied
118944,NA,loyal_customer,23,business_travel,business,1056,1,1,1,1,4,4,4,4,3,1,3,2,4,4,0,0,satisfied
25398,female,loyal_customer,65,business_travel,business,2180,2,2,2,2,3,4,5,3,3,3,3,4,3,3,0,0,satisfied
34602,male,loyal_customer,42,business_travel,business,1744,3,3,3,3,4,5,4,4,4,4,4,5,4,5,0,0,satisfied
111264,male,loyal_customer,34,business_travel,business,628,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0,satisfied
23232,female,loyal_customer,61,business_travel,business,1701,2,2,2,2,4,5,5,3,3,4,3,5,3,3,0,0,satisfied
68416,female,loyal_customer,45,business_travel,business,1691,5,5,5,5,5,NA,5,4,4,4,4,3,4,4,0,0,satisfied
37337,female,loyal_customer,32,business_travel,business,1725,5,5,5,5,2,NA,2,2,5,4,4,5,4,2,65,51,satisfied
48537,male,loyal_customer,47,business_travel,business,1718,2,2,2,2,3,5,5,3,3,4,3,5,3,3,0,0,satisfied
23758,female,loyal_customer,45,personal_travel,eco,335,5,5,5,3,3,4,4,2,2,5,2,4,2,5,0,0,satisfied
123743,male,loyal_customer,61,business_travel,business,2249,5,5,5,5,2,4,4,4,4,4,4,4,4,5,1,0,satisfied
17808,female,loyal_customer,35,business_travel,business,2665,1,1,1,1,2,1,2,4,4,5,4,3,4,2,0,NA,satisfied
93064,female,loyal_customer,39,business_travel,eco,222,3,3,3,3,3,3,3,3,3,3,5,5,5,3,0,0,satisfied
32055,female,loyal_customer,56,business_travel,business,3756,2,2,2,2,3,5,4,4,4,4,4,5,4,3,0,0,satisfied
731,female,loyal_customer,31,business_travel,business,749,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11,satisfied
105888,female,loyal_customer,56,business_travel,business,2565,1,1,2,1,4,5,5,5,3,5,5,5,3,5,13,0,satisfied
55993,NA,disloyal_customer,52,business_travel,business,991,5,5,5,4,5,4,4,4,3,5,5,4,4,4,200,192,satisfied
90033,female,loyal_customer,58,business_travel,business,1723,5,5,5,5,5,5,5,5,4,5,5,5,4,5,158,151,satisfied
5153,NA,loyal_customer,47,business_travel,business,1737,5,3,5,5,3,5,4,4,4,4,4,4,4,4,0,0,satisfied
71556,NA,loyal_customer,35,business_travel,business,991,1,1,5,1,3,5,4,4,4,4,4,4,4,5,44,28,satisfied
38692,female,loyal_customer,23,personal_travel,eco,583,5,4,5,4,4,5,3,4,4,5,4,3,5,4,8,0,satisfied
74175,female,loyal_customer,60,personal_travel,eco,1050,4,5,4,3,2,5,5,3,3,4,3,3,3,3,0,0,satisfied
129761,female,loyal_customer,52,business_travel,business,3484,4,4,4,4,5,4,5,4,4,4,4,5,4,5,0,0,satisfied
40291,female,loyal_customer,50,business_travel,business,1795,1,1,1,1,3,4,4,3,3,3,3,4,3,3,45,41,satisfied
35362,female,loyal_customer,37,business_travel,eco_plus,237,4,4,4,4,4,4,4,4,1,5,1,4,5,4,4,0,satisfied
69838,NA,loyal_customer,19,business_travel,business,2247,4,4,4,4,4,4,4,4,5,2,3,1,4,4,0,0,satisfied
78512,female,loyal_customer,29,business_travel,eco,936,4,1,1,1,4,4,4,1,3,3,5,4,4,4,195,184,satisfied
123230,NA,loyal_customer,45,business_travel,business,3970,2,4,2,2,2,4,5,4,4,4,4,3,4,5,4,0,satisfied
30311,female,loyal_customer,27,business_travel,business,2420,1,1,1,1,5,5,5,5,NA,3,4,4,5,5,5,0,satisfied
11657,male,loyal_customer,49,business_travel,business,2240,4,4,4,4,2,5,4,2,2,2,2,4,2,4,0,2,satisfied
36419,male,disloyal_customer,24,business_travel,business,228,4,3,4,2,2,NA,2,2,5,5,4,5,5,2,0,0,satisfied
98265,NA,loyal_customer,31,business_travel,business,1783,4,4,4,4,2,2,2,2,3,4,4,5,5,2,7,0,satisfied
28226,male,loyal_customer,17,business_travel,business,1953,3,4,3,3,3,4,3,3,2,2,5,2,3,3,0,0,satisfied
27299,female,disloyal_customer,25,business_travel,business,937,4,0,4,3,3,4,4,3,3,3,5,4,4,3,0,0,satisfied
115489,NA,loyal_customer,34,business_travel,business,1684,4,4,4,4,1,2,4,3,3,3,3,5,3,4,0,10,satisfied
105309,NA,loyal_customer,41,business_travel,business,646,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
66640,female,loyal_customer,58,business_travel,business,173,5,5,4,5,5,5,5,5,5,5,4,3,5,4,4,10,satisfied
12198,female,loyal_customer,41,business_travel,business,3175,2,2,2,2,5,5,5,5,5,4,4,5,4,5,222,213,satisfied
